Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RoleTenureRatio,ManagerTenureRatio,IncomeTenureRatio,IncomeTotalWorkRatio,RoleTenureRatio_was_nan,ManagerTenureRatio_was_nan,IncomeTenureRatio_was_nan,IncomeTotalWorkRatio_was_nan
28,No,Non-Travel,120,Sales,4,3-Bachelor,Medical,2-Medium,Male,43,3-High,2,Sales Executive,3-High,Married,4221,8863,1,No,15,3-Excellent,2-Medium,0,5,3,4-Best,5,4,0,4,0.8,0.8,844.2,844.2,0,0,0,0
58,No,Travel_Rarely,682,Sales,10,4-Master,Medical,4-Very High,Male,37,3-High,4,Sales Executive,3-High,Single,13872,24409,0,No,13,3-Excellent,3-High,0,38,1,2-Good,37,10,1,8,0.27,0.22,374.92,365.05,0,0,0,0
44,No,Non-Travel,489,Research & Development,23,3-Bachelor,Medical,2-Medium,Male,67,3-High,2,Laboratory Technician,2-Medium,Married,2042,25043,4,No,12,3-Excellent,3-High,1,17,3,4-Best,3,2,1,2,0.67,0.67,680.67,120.12,0,0,0,0
37,Yes,Travel_Rarely,807,Human Resources,6,4-Master,Human Resources,3-High,Male,63,3-High,1,Human Resources,1-Low,Divorced,2073,23648,4,Yes,22,4-Outstanding,4-Very High,0,7,3,3-Better,3,2,0,2,0.67,0.67,691.0,296.14,0,0,0,0
32,No,Travel_Rarely,827,Research & Development,1,1-Below College,Life Sciences,4-Very High,Male,71,3-High,1,Research Scientist,1-Low,Single,2956,15178,1,No,13,3-Excellent,4-Very High,0,1,2,3-Better,1,0,0,0,0.0,0.0,2956.0,2956.0,0,0,0,0
20,Yes,Travel_Frequently,871,Research & Development,6,3-Bachelor,Life Sciences,4-Very High,Female,66,2-Medium,1,Laboratory Technician,4-Very High,Single,2926,19783,1,Yes,18,3-Excellent,2-Medium,0,1,5,3-Better,1,0,1,0,0.0,0.0,2926.0,2926.0,0,0,0,0
34,No,Travel_Rarely,665,Research & Development,6,4-Master,Other,1-Low,Female,41,3-High,2,Research Scientist,3-High,Single,4809,12482,1,No,14,3-Excellent,3-High,0,16,3,3-Better,16,13,2,10,0.81,0.62,300.56,300.56,0,0,0,0
37,No,Non-Travel,1040,Research & Development,2,2-College,Life Sciences,3-High,Male,100,2-Medium,2,Healthcare Representative,4-Very High,Divorced,5163,15850,5,No,14,3-Excellent,4-Very High,1,17,2,4-Best,1,0,0,0,0.0,0.0,5163.0,303.71,0,0,0,0
59,No,Non-Travel,1420,Human Resources,2,4-Master,Human Resources,3-High,Female,32,2-Medium,5,Manager,4-Very High,Married,18844,21922,9,No,21,4-Outstanding,4-Very High,1,30,3,3-Better,3,2,2,2,0.67,0.67,6281.33,628.13,0,0,0,0
50,No,Travel_Frequently,1115,Research & Development,1,3-Bachelor,Life Sciences,1-Low,Female,73,3-High,5,Research Director,2-Medium,Married,18172,9755,3,Yes,19,3-Excellent,1-Low,0,28,1,2-Good,8,3,0,7,0.38,0.88,2271.5,649.0,0,0,0,0
25,Yes,Travel_Rarely,240,Sales,5,3-Bachelor,Marketing,3-High,Male,46,2-Medium,2,Sales Executive,3-High,Single,5744,26959,1,Yes,11,3-Excellent,4-Very High,0,6,1,3-Better,6,4,0,3,0.67,0.5,957.33,957.33,0,0,0,0
25,No,Travel_Rarely,1280,Research & Development,7,1-Below College,Medical,4-Very High,Male,64,2-Medium,1,Research Scientist,4-Very High,Married,2889,26897,1,No,11,3-Excellent,3-High,2,2,2,3-Better,2,2,2,1,1.0,0.5,1444.5,1444.5,0,0,0,0
22,No,Travel_Rarely,534,Research & Development,15,3-Bachelor,Medical,2-Medium,Female,59,3-High,1,Laboratory Technician,4-Very High,Single,2871,23785,1,No,15,3-Excellent,3-High,0,1,5,3-Better,0,0,0,0,0.0,0.0,0.0,2871.0,0,0,0,0
51,No,Travel_Frequently,1456,Research & Development,1,4-Master,Medical,1-Low,Female,30,2-Medium,3,Healthcare Representative,1-Low,Single,7484,25796,3,No,20,4-Outstanding,3-High,0,23,1,2-Good,13,12,12,8,0.92,0.62,575.69,325.39,0,0,0,0
34,Yes,Travel_Frequently,658,Research & Development,7,3-Bachelor,Life Sciences,1-Low,Male,66,1-Low,2,Laboratory Technician,3-High,Single,6074,22887,1,Yes,24,4-Outstanding,4-Very High,0,9,3,3-Better,9,7,0,6,0.78,0.67,674.89,674.89,0,0,0,0
54,No,Non-Travel,142,Human Resources,26,3-Bachelor,Human Resources,4-Very High,Female,30,4-Very High,4,Manager,4-Very High,Single,17328,13871,2,Yes,12,3-Excellent,3-High,0,23,3,3-Better,5,3,4,4,0.6,0.8,3465.6,753.39,0,0,0,0
24,No,Travel_Rarely,1127,Research & Development,18,1-Below College,Life Sciences,2-Medium,Male,52,3-High,1,Laboratory Technician,3-High,Married,2774,13257,0,No,12,3-Excellent,3-High,1,6,2,3-Better,5,3,1,2,0.6,0.4,554.8,462.33,0,0,0,0
34,No,Travel_Rarely,1031,Research & Development,6,4-Master,Life Sciences,3-High,Female,45,2-Medium,2,Research Scientist,2-Medium,Divorced,4505,15000,6,No,15,3-Excellent,3-High,1,12,3,3-Better,1,0,0,0,0.0,0.0,4505.0,375.42,0,0,0,0
37,No,Travel_Rarely,1189,Sales,3,3-Bachelor,Life Sciences,3-High,Male,87,3-High,3,Sales Executive,4-Very High,Single,7428,14506,2,No,12,3-Excellent,1-Low,0,12,3,3-Better,5,3,1,3,0.6,0.6,1485.6,619.0,0,0,0,0
34,No,Travel_Rarely,1354,Research & Development,5,3-Bachelor,Medical,3-High,Female,45,2-Medium,3,Manager,1-Low,Single,11631,5615,2,No,12,3-Excellent,4-Very High,0,14,6,3-Better,11,10,5,8,0.91,0.73,1057.36,830.79,0,0,0,0
36,No,Travel_Frequently,1467,Sales,11,2-College,Technical Degree,2-Medium,Female,92,3-High,3,Sales Executive,4-Very High,Married,9738,22952,0,No,14,3-Excellent,3-High,1,10,6,3-Better,9,7,2,8,0.78,0.89,1082.0,973.8,0,0,0,0
36,No,Travel_Rarely,922,Research & Development,3,2-College,Life Sciences,1-Low,Female,39,3-High,1,Laboratory Technician,4-Very High,Divorced,2835,2561,5,No,22,4-Outstanding,1-Low,1,7,2,3-Better,1,0,0,0,0.0,0.0,2835.0,405.0,0,0,0,0
43,No,Travel_Frequently,394,Sales,26,2-College,Life Sciences,3-High,Male,92,3-High,4,Manager,4-Very High,Married,16959,19494,1,Yes,12,3-Excellent,4-Very High,2,25,3,4-Best,25,12,4,12,0.48,0.48,678.36,678.36,0,0,0,0
30,No,Travel_Frequently,1312,Research & Development,23,3-Bachelor,Life Sciences,1-Low,Male,96,1-Low,1,Research Scientist,3-High,Divorced,2613,22310,1,No,25,4-Outstanding,3-High,3,10,2,2-Good,10,7,0,9,0.7,0.9,261.3,261.3,0,0,0,0
33,No,Non-Travel,750,Sales,22,2-College,Marketing,3-High,Male,95,3-High,2,Sales Executive,2-Medium,Married,6146,15480,0,No,13,3-Excellent,1-Low,1,8,2,4-Best,7,7,0,7,1.0,1.0,878.0,768.25,0,0,0,0
56,Yes,Travel_Rarely,441,Research & Development,14,4-Master,Life Sciences,2-Medium,Female,72,3-High,1,Research Scientist,2-Medium,Married,4963,4510,9,Yes,18,3-Excellent,1-Low,3,7,2,3-Better,5,4,4,3,0.8,0.6,992.6,709.0,0,0,0,0
51,No,Travel_Rarely,684,Research & Development,6,3-Bachelor,Life Sciences,1-Low,Male,51,3-High,5,Research Director,3-High,Single,19537,6462,7,No,13,3-Excellent,3-High,0,23,5,3-Better,20,18,15,15,0.9,0.75,976.85,849.43,0,0,0,0
31,Yes,Travel_Rarely,249,Sales,6,4-Master,Life Sciences,2-Medium,Male,76,1-Low,2,Sales Executive,3-High,Married,6172,20739,4,Yes,18,3-Excellent,2-Medium,0,12,3,2-Good,7,7,7,7,1.0,1.0,881.71,514.33,0,0,0,0
26,No,Travel_Rarely,841,Research & Development,6,3-Bachelor,Other,3-High,Female,46,2-Medium,1,Research Scientist,2-Medium,Married,2368,23300,1,No,19,3-Excellent,3-High,0,5,3,2-Good,5,4,4,3,0.8,0.6,473.6,473.6,0,0,0,0
58,Yes,Travel_Rarely,147,Research & Development,23,4-Master,Medical,4-Very High,Female,94,3-High,3,Healthcare Representative,4-Very High,Married,10312,3465,1,No,12,3-Excellent,4-Very High,1,40,3,2-Good,40,10,15,6,0.25,0.15,257.8,257.8,0,0,0,0
19,Yes,Travel_Rarely,528,Sales,22,1-Below College,Marketing,4-Very High,Male,50,3-High,1,Sales Representative,3-High,Single,1675,26820,1,Yes,19,3-Excellent,4-Very High,0,0,2,2-Good,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
22,No,Travel_Rarely,594,Research & Development,2,1-Below College,Technical Degree,3-High,Male,100,3-High,1,Laboratory Technician,4-Very High,Married,2523,19299,0,No,14,3-Excellent,3-High,1,3,2,3-Better,2,1,2,1,0.5,0.5,1261.5,841.0,0,0,0,0
49,No,Travel_Rarely,470,Research & Development,20,4-Master,Medical,3-High,Female,96,3-High,2,Manufacturing Director,1-Low,Married,6567,5549,1,No,14,3-Excellent,3-High,0,16,2,2-Good,15,11,5,11,0.73,0.73,437.8,410.44,0,0,0,0
43,No,Travel_Frequently,957,Research & Development,28,3-Bachelor,Medical,2-Medium,Female,72,4-Very High,1,Research Scientist,3-High,Single,4739,16090,4,No,12,3-Excellent,4-Very High,0,18,2,3-Better,3,2,1,2,0.67,0.67,1579.67,263.28,0,0,0,0
50,No,Travel_Frequently,809,Sales,12,3-Bachelor,Marketing,3-High,Female,77,3-High,3,Sales Executive,4-Very High,Single,9208,6645,4,No,11,3-Excellent,4-Very High,0,16,3,3-Better,2,2,2,1,1.0,0.5,4604.0,575.5,0,0,0,0
31,Yes,Travel_Rarely,542,Sales,20,3-Bachelor,Life Sciences,2-Medium,Female,71,1-Low,2,Sales Executive,3-High,Married,4559,24788,3,Yes,11,3-Excellent,3-High,1,4,2,3-Better,2,2,2,2,1.0,1.0,2279.5,1139.75,0,0,0,0
41,No,Travel_Rarely,802,Sales,9,1-Below College,Life Sciences,3-High,Male,96,3-High,3,Sales Executive,3-High,Divorced,8189,21196,3,Yes,13,3-Excellent,3-High,1,12,2,3-Better,9,7,0,7,0.78,0.78,909.89,682.42,0,0,0,0
26,No,Travel_Rarely,1355,Human Resources,25,1-Below College,Life Sciences,3-High,Female,61,3-High,1,Human Resources,3-High,Married,2942,8916,1,No,23,4-Outstanding,4-Very High,1,8,3,3-Better,8,7,5,7,0.88,0.88,367.75,367.75,0,0,0,0
36,No,Travel_Rarely,216,Research & Development,6,2-College,Medical,2-Medium,Male,84,3-High,2,Manufacturing Director,2-Medium,Divorced,4941,2819,6,No,20,4-Outstanding,4-Very High,2,7,0,3-Better,3,2,0,1,0.67,0.33,1647.0,705.86,0,0,0,0
51,Yes,Travel_Frequently,1150,Research & Development,8,4-Master,Life Sciences,1-Low,Male,53,1-Low,3,Manufacturing Director,4-Very High,Single,10650,25150,2,No,15,3-Excellent,4-Very High,0,18,2,3-Better,4,2,0,3,0.5,0.75,2662.5,591.67,0,0,0,0
39,No,Travel_Rarely,1329,Sales,4,4-Master,Life Sciences,4-Very High,Female,47,2-Medium,2,Sales Executive,3-High,Married,5902,14590,4,No,14,3-Excellent,3-High,1,17,1,4-Best,15,11,5,9,0.73,0.6,393.47,347.18,0,0,0,0
25,No,Travel_Rarely,959,Sales,28,3-Bachelor,Life Sciences,1-Low,Male,41,2-Medium,2,Sales Executive,3-High,Married,8639,24835,2,No,18,3-Excellent,4-Very High,0,6,3,3-Better,2,2,2,2,1.0,1.0,4319.5,1439.83,0,0,0,0
30,No,Travel_Rarely,1240,Human Resources,9,3-Bachelor,Human Resources,3-High,Male,48,3-High,2,Human Resources,4-Very High,Married,6347,13982,0,Yes,19,3-Excellent,4-Very High,0,12,2,1-Bad,11,9,4,7,0.82,0.64,577.0,528.92,0,0,0,0
32,Yes,Travel_Rarely,1033,Research & Development,9,3-Bachelor,Medical,1-Low,Female,41,3-High,1,Laboratory Technician,1-Low,Single,4200,10224,7,No,22,4-Outstanding,1-Low,0,10,2,4-Best,5,4,0,4,0.8,0.8,840.0,420.0,0,0,0,0
45,No,Travel_Rarely,1316,Research & Development,29,3-Bachelor,Medical,3-High,Male,83,3-High,1,Research Scientist,4-Very High,Single,3452,9752,5,No,13,3-Excellent,2-Medium,0,9,2,2-Good,6,5,0,3,0.83,0.5,575.33,383.56,0,0,0,0
38,No,Travel_Rarely,364,Research & Development,3,5-Doctor,Technical Degree,4-Very High,Female,32,3-High,2,Research Scientist,3-High,Single,4317,2302,3,Yes,20,4-Outstanding,2-Medium,0,19,2,3-Better,3,2,2,2,0.67,0.67,1439.0,227.21,0,0,0,0
30,No,Travel_Rarely,438,Research & Development,18,3-Bachelor,Life Sciences,1-Low,Female,75,3-High,1,Research Scientist,3-High,Single,2632,23910,1,No,14,3-Excellent,3-High,0,5,4,2-Good,5,4,0,4,0.8,0.8,526.4,526.4,0,0,0,0
32,No,Travel_Frequently,689,Sales,9,2-College,Medical,4-Very High,Male,35,1-Low,2,Sales Executive,4-Very High,Divorced,4668,22812,0,No,17,3-Excellent,4-Very High,3,9,2,4-Best,8,7,0,7,0.88,0.88,583.5,518.67,0,0,0,0
30,No,Travel_Rarely,201,Research & Development,5,3-Bachelor,Technical Degree,4-Very High,Female,84,3-High,1,Research Scientist,1-Low,Divorced,3204,10415,5,No,14,3-Excellent,4-Very High,1,8,3,3-Better,3,2,2,2,0.67,0.67,1068.0,400.5,0,0,0,0
30,No,Travel_Rarely,1427,Research & Development,2,1-Below College,Medical,2-Medium,Male,35,2-Medium,1,Laboratory Technician,4-Very High,Single,2720,11162,0,No,13,3-Excellent,4-Very High,0,6,3,3-Better,5,3,1,2,0.6,0.4,544.0,453.33,0,0,0,0
41,No,Travel_Frequently,857,Research & Development,10,3-Bachelor,Life Sciences,4-Very High,Male,91,2-Medium,4,Manager,1-Low,Divorced,17181,12888,4,No,13,3-Excellent,2-Medium,1,21,2,2-Good,7,6,7,7,0.86,1.0,2454.43,818.14,0,0,0,0
41,No,Travel_Rarely,933,Research & Development,9,4-Master,Life Sciences,3-High,Male,94,3-High,1,Laboratory Technician,1-Low,Married,2238,6961,2,No,21,4-Outstanding,4-Very High,1,7,2,3-Better,5,0,1,4,0.0,0.8,447.6,319.71,0,0,0,0
19,No,Travel_Rarely,1181,Research & Development,3,1-Below College,Medical,2-Medium,Female,79,3-High,1,Laboratory Technician,2-Medium,Single,1483,16102,1,No,14,3-Excellent,4-Very High,0,1,3,3-Better,1,0,0,0,0.0,0.0,1483.0,1483.0,0,0,0,0
40,No,Travel_Frequently,1395,Research & Development,26,3-Bachelor,Medical,2-Medium,Female,54,3-High,2,Research Scientist,2-Medium,Divorced,5605,8504,1,No,11,3-Excellent,1-Low,1,20,2,3-Better,20,7,2,13,0.35,0.65,280.25,280.25,0,0,0,0
35,No,Travel_Rarely,662,Sales,1,5-Doctor,Marketing,3-High,Male,94,3-High,3,Sales Executive,2-Medium,Married,7295,11439,1,No,13,3-Excellent,1-Low,2,10,3,3-Better,10,8,0,6,0.8,0.6,729.5,729.5,0,0,0,0
53,No,Travel_Rarely,1436,Sales,6,2-College,Marketing,2-Medium,Male,34,3-High,2,Sales Representative,3-High,Married,2306,16047,2,Yes,20,4-Outstanding,4-Very High,1,13,3,1-Bad,7,7,4,5,1.0,0.71,329.43,177.38,0,0,0,0
45,No,Travel_Rarely,194,Research & Development,9,3-Bachelor,Life Sciences,2-Medium,Male,60,3-High,2,Laboratory Technician,2-Medium,Divorced,2348,10901,8,No,18,3-Excellent,3-High,1,20,2,1-Bad,17,9,0,15,0.53,0.88,138.12,117.4,0,0,0,0
32,No,Travel_Frequently,967,Sales,8,3-Bachelor,Marketing,2-Medium,Female,43,3-High,3,Sales Executive,4-Very High,Single,8998,15589,1,No,14,3-Excellent,4-Very High,0,9,2,3-Better,9,8,3,7,0.89,0.78,999.78,999.78,0,0,0,0
29,No,Non-Travel,1496,Research & Development,1,1-Below College,Technical Degree,4-Very High,Male,41,3-High,2,Manufacturing Director,3-High,Married,4319,26283,1,No,13,3-Excellent,1-Low,1,10,1,3-Better,10,7,0,9,0.7,0.9,431.9,431.9,0,0,0,0
51,No,Travel_Rarely,1169,Research & Development,7,4-Master,Medical,2-Medium,Male,34,2-Medium,2,Manufacturing Director,3-High,Married,6132,13983,2,No,17,3-Excellent,3-High,0,10,2,3-Better,1,0,0,0,0.0,0.0,6132.0,613.2,0,0,0,0
58,No,Travel_Rarely,1145,Research & Development,9,3-Bachelor,Medical,2-Medium,Female,75,2-Medium,1,Research Scientist,2-Medium,Married,3346,11873,4,Yes,20,4-Outstanding,2-Medium,1,9,3,2-Good,1,0,0,0,0.0,0.0,3346.0,371.78,0,0,0,0
40,No,Travel_Rarely,630,Sales,4,4-Master,Marketing,3-High,Male,67,2-Medium,3,Sales Executive,4-Very High,Married,10855,8552,7,No,11,3-Excellent,1-Low,1,15,2,2-Good,12,11,2,11,0.92,0.92,904.58,723.67,0,0,0,0
34,No,Travel_Frequently,303,Sales,2,4-Master,Marketing,3-High,Female,75,3-High,1,Sales Representative,3-High,Married,2231,11314,6,No,18,3-Excellent,4-Very High,1,6,3,3-Better,4,3,1,2,0.75,0.5,557.75,371.83,0,0,0,0
22,No,Travel_Rarely,1256,Research & Development,19,1-Below College,Medical,3-High,Male,80,3-High,1,Research Scientist,4-Very High,Married,2323,11992,1,No,24,4-Outstanding,1-Low,2,2,6,3-Better,2,2,2,2,1.0,1.0,1161.5,1161.5,0,0,0,0
27,No,Non-Travel,691,Research & Development,9,3-Bachelor,Medical,4-Very High,Male,57,3-High,1,Research Scientist,2-Medium,Divorced,2024,5970,6,No,18,3-Excellent,4-Very High,1,6,1,1-Bad,2,2,2,2,1.0,1.0,1012.0,337.33,0,0,0,0
28,No,Travel_Rarely,440,Research & Development,21,3-Bachelor,Medical,3-High,Male,42,3-High,1,Research Scientist,4-Very High,Married,2713,6672,1,No,11,3-Excellent,3-High,1,5,2,1-Bad,5,2,0,2,0.4,0.4,542.6,542.6,0,0,0,0
57,No,Travel_Rarely,334,Research & Development,24,2-College,Life Sciences,3-High,Male,83,4-Very High,3,Healthcare Representative,4-Very High,Divorced,9439,23402,3,Yes,16,3-Excellent,2-Medium,1,12,2,1-Bad,5,3,1,4,0.6,0.8,1887.8,786.58,0,0,0,0
27,No,Non-Travel,1450,Research & Development,3,3-Bachelor,Medical,3-High,Male,79,2-Medium,1,Research Scientist,3-High,Divorced,2566,25326,1,Yes,15,3-Excellent,4-Very High,1,1,2,2-Good,1,1,0,1,1.0,1.0,2566.0,2566.0,0,0,0,0
50,No,Travel_Rarely,1452,Research & Development,11,3-Bachelor,Life Sciences,3-High,Female,53,3-High,5,Manager,2-Medium,Single,19926,17053,3,No,15,3-Excellent,2-Medium,0,21,5,3-Better,5,4,4,4,0.8,0.8,3985.2,948.86,0,0,0,0
41,No,Travel_Rarely,465,Research & Development,14,3-Bachelor,Life Sciences,1-Low,Male,56,3-High,1,Research Scientist,3-High,Divorced,2451,4609,4,No,12,3-Excellent,1-Low,1,13,2,3-Better,9,8,1,8,0.89,0.89,272.33,188.54,0,0,0,0
30,No,Travel_Rarely,1339,Sales,5,3-Bachelor,Life Sciences,2-Medium,Female,41,3-High,3,Sales Executive,4-Very High,Married,9419,8053,2,No,12,3-Excellent,3-High,1,12,2,3-Better,10,9,7,4,0.9,0.4,941.9,784.92,0,0,0,0
38,No,Travel_Rarely,702,Sales,1,4-Master,Life Sciences,1-Low,Female,59,2-Medium,2,Sales Executive,4-Very High,Single,8686,12930,4,No,22,4-Outstanding,3-High,0,12,2,4-Best,8,3,0,7,0.38,0.88,1085.75,723.83,0,0,0,0
32,No,Travel_Rarely,120,Research & Development,6,5-Doctor,Life Sciences,3-High,Male,43,3-High,1,Research Scientist,3-High,Single,3038,12430,3,No,20,4-Outstanding,1-Low,0,8,2,3-Better,5,4,1,4,0.8,0.8,607.6,379.75,0,0,0,0
27,No,Travel_Rarely,1157,Research & Development,17,3-Bachelor,Technical Degree,3-High,Male,51,3-High,1,Research Scientist,2-Medium,Married,3058,13364,0,Yes,16,3-Excellent,4-Very High,1,6,3,2-Good,5,2,1,1,0.4,0.2,611.6,509.67,0,0,0,0
19,Yes,Travel_Frequently,602,Sales,1,1-Below College,Technical Degree,3-High,Female,100,1-Low,1,Sales Representative,1-Low,Single,2325,20989,0,No,21,4-Outstanding,1-Low,0,1,5,4-Best,0,0,0,0,0.0,0.0,0.0,2325.0,0,0,0,0
36,No,Travel_Frequently,1480,Research & Development,3,2-College,Medical,4-Very High,Male,30,3-High,1,Laboratory Technician,2-Medium,Single,2088,15062,4,No,12,3-Excellent,3-High,0,13,3,2-Good,8,7,7,2,0.88,0.25,261.0,160.62,0,0,0,0
30,No,Non-Travel,111,Research & Development,9,3-Bachelor,Medical,3-High,Male,66,3-High,2,Laboratory Technician,1-Low,Divorced,3072,11012,1,No,11,3-Excellent,3-High,2,12,4,3-Better,12,9,6,10,0.75,0.83,256.0,256.0,0,0,0,0
45,No,Travel_Rarely,1268,Sales,4,2-College,Life Sciences,3-High,Female,30,3-High,2,Sales Executive,1-Low,Divorced,5006,6319,4,Yes,11,3-Excellent,1-Low,1,9,3,4-Best,5,4,0,3,0.8,0.6,1001.2,556.22,0,0,0,0
56,No,Travel_Rarely,713,Research & Development,8,3-Bachelor,Life Sciences,3-High,Female,67,3-High,1,Research Scientist,1-Low,Divorced,4257,13939,4,Yes,18,3-Excellent,3-High,1,19,3,3-Better,2,2,2,2,1.0,1.0,2128.5,224.05,0,0,0,0
33,No,Travel_Rarely,134,Research & Development,2,3-Bachelor,Life Sciences,3-High,Male,90,3-High,1,Research Scientist,4-Very High,Single,2500,10515,0,No,14,3-Excellent,1-Low,0,4,2,4-Best,3,1,0,2,0.33,0.67,833.33,625.0,0,0,0,0
19,Yes,Travel_Rarely,303,Research & Development,2,3-Bachelor,Life Sciences,2-Medium,Male,47,2-Medium,1,Laboratory Technician,4-Very High,Single,1102,9241,1,No,22,4-Outstanding,3-High,0,1,3,2-Good,1,0,1,0,0.0,0.0,1102.0,1102.0,0,0,0,0
46,No,Travel_Rarely,526,Sales,1,2-College,Marketing,2-Medium,Female,92,3-High,3,Sales Executive,1-Low,Divorced,10453,2137,1,No,25,4-Outstanding,3-High,3,24,2,3-Better,24,13,15,7,0.54,0.29,435.54,435.54,0,0,0,0
38,No,Travel_Rarely,1380,Research & Development,9,2-College,Life Sciences,3-High,Female,75,3-High,1,Laboratory Technician,4-Very High,Single,2288,6319,1,No,12,3-Excellent,3-High,0,2,3,3-Better,2,2,2,1,1.0,0.5,1144.0,1144.0,0,0,0,0
31,No,Travel_Rarely,140,Research & Development,12,1-Below College,Medical,3-High,Female,95,3-High,1,Research Scientist,4-Very High,Married,3929,6984,8,Yes,23,4-Outstanding,3-High,1,7,0,3-Better,4,2,0,2,0.5,0.5,982.25,561.29,0,0,0,0
34,No,Travel_Rarely,629,Research & Development,27,2-College,Medical,4-Very High,Female,95,3-High,1,Research Scientist,2-Medium,Single,2311,5711,2,No,15,3-Excellent,4-Very High,0,9,3,3-Better,3,2,1,2,0.67,0.67,770.33,256.78,0,0,0,0
41,Yes,Travel_Rarely,1356,Sales,20,2-College,Marketing,2-Medium,Female,70,3-High,1,Sales Representative,2-Medium,Single,3140,21728,1,Yes,22,4-Outstanding,4-Very High,0,4,5,2-Good,4,3,0,2,0.75,0.5,785.0,785.0,0,0,0,0
50,No,Travel_Rarely,328,Research & Development,1,3-Bachelor,Medical,3-High,Male,86,2-Medium,1,Laboratory Technician,3-High,Married,3690,3425,2,No,15,3-Excellent,4-Very High,1,5,2,2-Good,3,2,0,2,0.67,0.67,1230.0,738.0,0,0,0,0
53,No,Travel_Rarely,1084,Research & Development,13,2-College,Medical,4-Very High,Female,57,4-Very High,2,Manufacturing Director,1-Low,Divorced,4450,26250,1,No,11,3-Excellent,3-High,2,5,3,3-Better,4,2,1,3,0.5,0.75,1112.5,890.0,0,0,0,0
33,No,Travel_Rarely,931,Research & Development,14,3-Bachelor,Medical,4-Very High,Female,72,3-High,1,Research Scientist,2-Medium,Married,2756,4673,1,No,13,3-Excellent,4-Very High,1,8,5,3-Better,8,7,1,6,0.88,0.75,344.5,344.5,0,0,0,0
40,No,Travel_Rarely,989,Research & Development,4,1-Below College,Medical,4-Very High,Female,46,3-High,5,Manager,3-High,Married,19033,6499,1,No,14,3-Excellent,2-Medium,1,21,2,3-Better,20,8,9,9,0.4,0.45,951.65,906.33,0,0,0,0
55,No,Travel_Rarely,692,Research & Development,14,4-Master,Medical,3-High,Male,61,4-Very High,5,Research Director,2-Medium,Single,18722,13339,8,No,11,3-Excellent,4-Very High,0,36,3,3-Better,24,15,2,15,0.62,0.62,780.08,520.06,0,0,0,0
34,No,Travel_Frequently,1069,Research & Development,2,1-Below College,Life Sciences,4-Very High,Male,45,2-Medium,2,Manufacturing Director,3-High,Married,9547,14074,1,No,17,3-Excellent,3-High,0,10,2,2-Good,10,9,1,9,0.9,0.9,954.7,954.7,0,0,0,0
51,No,Travel_Rarely,313,Research & Development,3,3-Bachelor,Medical,4-Very High,Female,98,3-High,4,Healthcare Representative,2-Medium,Single,13734,7192,3,No,18,3-Excellent,3-High,0,21,6,3-Better,7,7,1,0,1.0,0.0,1962.0,654.0,0,0,0,0
52,No,Travel_Rarely,699,Research & Development,1,4-Master,Life Sciences,3-High,Male,65,2-Medium,5,Manager,3-High,Married,19999,5678,0,No,14,3-Excellent,1-Low,1,34,5,3-Better,33,18,11,9,0.55,0.27,606.03,588.21,0,0,0,0
27,No,Travel_Rarely,894,Research & Development,9,3-Bachelor,Medical,4-Very High,Female,99,3-High,1,Research Scientist,2-Medium,Single,2279,11781,1,No,16,3-Excellent,4-Very High,0,7,2,2-Good,7,7,0,3,1.0,0.43,325.57,325.57,0,0,0,0
35,Yes,Travel_Rarely,556,Research & Development,23,2-College,Life Sciences,2-Medium,Male,50,2-Medium,2,Manufacturing Director,3-High,Married,5916,15497,3,Yes,13,3-Excellent,1-Low,0,8,1,3-Better,1,0,0,1,0.0,1.0,5916.0,739.5,0,0,0,0
43,No,Non-Travel,1344,Research & Development,7,3-Bachelor,Medical,4-Very High,Male,37,4-Very High,1,Research Scientist,4-Very High,Divorced,2089,5228,4,No,14,3-Excellent,4-Very High,3,7,3,4-Best,5,4,2,2,0.8,0.4,417.8,298.43,0,0,0,0
45,No,Non-Travel,1195,Research & Development,2,2-College,Medical,1-Low,Male,65,2-Medium,4,Manager,4-Very High,Married,16792,20462,9,No,23,4-Outstanding,4-Very High,1,22,1,3-Better,20,8,11,8,0.4,0.4,839.6,763.27,0,0,0,0
37,No,Travel_Rarely,290,Research & Development,21,3-Bachelor,Life Sciences,2-Medium,Male,65,4-Very High,1,Research Scientist,1-Low,Married,3564,22977,1,Yes,12,3-Excellent,1-Low,1,8,3,2-Good,8,7,1,7,0.88,0.88,445.5,445.5,0,0,0,0
35,No,Travel_Frequently,138,Research & Development,2,3-Bachelor,Medical,2-Medium,Female,37,3-High,2,Laboratory Technician,2-Medium,Single,4425,15986,5,No,11,3-Excellent,4-Very High,0,10,5,3-Better,6,2,1,2,0.33,0.33,737.5,442.5,0,0,0,0
